@relation data_100_20_5_10_10_500

@attribute A1 {q,e,h,g,d,b,a,m,l,s,p,j,i,r,f,o,c,t,n,k}
@attribute A2 {n,c,k,a,d,o,q,s,t,r,e,p,g,f,i,m,j,h,b,l}
@attribute A3 {o,b,c,a,m,q,e,p,s,h,i,n,k,j,t,r,l,d,f,g}
@attribute A4 {h,q,b,l,t,g,p,j,e,o,k,m,r,d,f,s,n,c,a,i}
@attribute A5 {r,j,d,a,p,h,c,e,l,m,q,g,t,n,b,i,f,o,s,k}
@attribute A6 {t,a,q,k,s,h,f,m,i,r,o,l,d,j,c,b,p,g,n,e}
@attribute A7 {j,c,h,l,r,k,d,f,a,i,s,n,e,b,t,q,g,p,o,m}
@attribute A8 {s,j,h,a,q,n,d,r,p,c,m,t,k,e,o,f,i,g,l,b}
@attribute A9 {m,r,k,b,i,f,h,n,d,o,q,p,l,a,s,c,e,t,j,g}
@attribute A10 {d,a,o,h,j,s,t,e,l,c,m,k,r,b,n,g,q,f,p,i}
@attribute A11 {p,o,i,j,f,d,s,l,n,t,r,m,a,g,q,k,b,c,e,h}
@attribute A12 {t,r,q,e,i,k,s,j,b,a,d,f,g,c,h,l,o,p,n,m}
@attribute A13 {b,h,g,s,e,l,c,j,t,o,d,i,f,n,a,k,p,q,r,m}
@attribute A14 {l,t,o,r,m,s,p,f,c,a,g,n,q,h,k,j,d,e,i,b}
@attribute A15 {t,k,a,g,q,n,f,o,h,c,m,b,j,l,e,r,d,p,i,s}
@attribute A16 {j,a,d,f,p,c,k,e,i,n,q,l,h,g,s,r,t,o,b,m}
@attribute A17 {d,i,f,s,t,n,o,l,e,b,q,g,j,a,p,m,h,c,r,k}
@attribute A18 {g,c,i,n,r,f,o,s,a,q,b,h,m,l,j,t,k,d,p,e}
@attribute A19 {f,o,p,n,c,l,q,j,i,k,r,d,s,m,g,e,t,a,h,b}
@attribute A20 {e,g,a,m,f,s,t,p,l,o,q,j,d,b,c,n,r,h,i,k}
@attribute A21 {k,e,l,b,f,n,d,a,q,j,s,r,t,o,h,c,p,i,m,g}
@attribute A22 {o,f,r,q,j,d,t,p,i,l,m,n,g,s,a,c,k,h,e,b}
@attribute A23 {n,l,c,o,h,g,q,b,t,a,i,k,f,s,j,m,r,d,p,e}
@attribute A24 {t,f,m,g,a,h,s,i,e,n,k,c,b,j,r,l,o,q,d,p}
@attribute A25 {q,a,c,j,r,g,e,p,f,s,m,n,d,i,b,t,o,k,l,h}
@attribute A26 {c,f,g,q,d,j,m,i,n,s,l,b,o,k,h,a,r,t,p,e}
@attribute A27 {b,n,s,f,p,d,o,h,i,r,g,c,q,l,k,m,a,t,j,e}
@attribute A28 {o,t,r,l,k,q,i,n,c,h,f,g,s,j,d,p,b,m,a,e}
@attribute A29 {l,f,k,n,i,c,m,j,b,s,g,p,q,a,d,e,h,r,o,t}
@attribute A30 {s,k,c,g,q,e,h,f,p,d,t,a,r,o,b,i,l,n,j,m}
@attribute A31 {k,g,j,p,i,a,o,d,n,e,c,h,l,q,b,s,m,t,r,f}
@attribute A32 {d,l,m,j,a,c,k,g,r,s,p,b,q,o,t,i,n,h,f,e}
@attribute A33 {q,a,f,j,c,e,k,i,n,o,g,r,b,d,h,s,t,p,l,m}
@attribute A34 {t,a,p,b,l,s,n,f,r,k,e,j,o,m,q,g,d,c,i,h}
@attribute A35 {k,b,l,d,i,a,m,g,r,n,o,j,c,p,t,q,f,e,s,h}
@attribute A36 {o,m,h,d,c,f,t,i,e,r,n,q,b,j,l,p,s,a,k,g}
@attribute A37 {l,f,k,d,s,c,p,r,a,o,h,n,b,q,m,t,j,g,e,i}
@attribute A38 {l,p,n,j,b,g,a,t,h,r,c,f,d,o,i,k,q,m,s,e}
@attribute A39 {m,g,e,f,i,a,s,o,j,c,d,q,k,t,l,r,p,b,n,h}
@attribute A40 {o,f,r,b,d,q,h,e,l,j,a,n,t,k,m,p,c,s,i,g}
@attribute A41 {r,m,f,j,l,b,s,e,g,o,c,k,t,n,a,h,d,i,p,q}
@attribute A42 {j,b,m,h,d,g,k,r,n,q,l,f,t,e,s,a,p,c,o,i}
@attribute A43 {k,b,p,j,m,s,n,d,o,c,q,r,i,a,f,t,g,h,l,e}
@attribute A44 {t,n,q,f,k,b,g,r,c,i,d,s,l,m,a,h,o,e,j,p}
@attribute A45 {g,t,b,i,q,o,m,j,k,s,e,r,p,l,a,h,n,f,d,c}
@attribute A46 {c,t,h,f,k,q,b,d,l,s,i,p,n,g,r,m,e,o,j,a}
@attribute A47 {d,t,l,j,h,f,s,m,g,o,q,c,b,r,a,e,k,n,i,p}
@attribute A48 {r,s,i,q,c,a,b,f,j,g,t,l,o,n,m,k,e,d,p,h}
@attribute A49 {j,g,o,r,m,d,b,p,k,f,n,e,i,q,l,t,c,s,a,h}
@attribute A50 {h,l,g,t,p,m,f,a,i,r,b,s,d,k,q,c,o,e,j,n}
@attribute A51 {b,i,p,c,j,g,f,d,n,k,m,s,t,q,l,h,o,a,r,e}
@attribute A52 {k,j,q,n,l,a,p,e,m,s,t,g,c,o,f,b,d,r,i,h}
@attribute A53 {t,r,o,d,e,g,n,c,b,s,k,j,f,a,l,i,m,q,p,h}
@attribute A54 {b,t,k,f,q,g,m,r,c,d,a,j,l,p,o,h,e,n,i,s}
@attribute A55 {f,h,k,o,m,t,l,j,i,e,q,c,g,p,n,a,s,d,r,b}
@attribute A56 {r,n,g,c,l,j,h,e,b,s,p,t,f,a,d,k,m,o,i,q}
@attribute A57 {t,a,n,j,g,i,q,k,r,p,l,s,m,h,b,c,e,f,o,d}
@attribute A58 {t,r,f,m,h,c,o,s,g,k,n,d,b,i,q,l,p,j,e,a}
@attribute A59 {k,l,p,g,b,r,n,j,c,m,s,o,f,h,e,i,t,a,q,d}
@attribute A60 {c,r,h,j,m,g,s,k,o,f,i,d,a,p,e,t,l,n,b,q}
@attribute A61 {f,n,j,r,k,p,a,q,i,m,b,t,e,h,c,l,o,s,g,d}
@attribute A62 {b,e,l,j,d,k,f,r,n,c,i,a,s,g,q,m,h,o,t,p}
@attribute A63 {b,r,p,j,a,l,m,o,f,q,i,n,c,g,e,d,h,s,k,t}
@attribute A64 {k,l,n,m,s,i,h,b,c,t,j,d,r,q,p,o,g,f,a,e}
@attribute A65 {q,m,j,k,t,o,l,h,c,a,s,b,p,i,r,d,e,g,f,n}
@attribute A66 {t,j,k,g,i,c,s,o,h,e,d,b,f,a,r,n,p,l,q,m}
@attribute A67 {i,f,n,q,l,b,e,o,s,r,m,g,d,j,h,c,k,a,t,p}
@attribute A68 {a,m,r,h,j,p,k,q,e,d,c,i,n,b,l,s,o,g,f,t}
@attribute A69 {c,a,t,l,b,s,e,f,m,k,n,q,r,j,p,i,d,g,h,o}
@attribute A70 {b,p,d,q,a,m,k,c,f,r,n,g,l,s,i,e,o,j,h,t}
@attribute A71 {p,h,s,n,m,k,q,f,e,l,d,o,j,t,g,i,c,b,r,a}
@attribute A72 {p,q,t,n,k,f,l,s,a,j,d,m,c,e,r,g,b,h,o,i}
@attribute A73 {t,j,g,s,h,k,n,f,q,a,o,l,e,d,b,c,i,r,m,p}
@attribute A74 {j,g,n,d,a,t,h,q,b,o,r,c,m,p,k,f,e,l,s,i}
@attribute A75 {h,e,o,p,k,f,a,c,s,d,t,n,i,m,b,g,r,l,j,q}
@attribute A76 {p,f,g,h,a,o,n,c,e,s,m,r,k,i,b,t,l,q,j,d}
@attribute A77 {p,f,b,s,d,h,g,a,i,n,k,t,l,q,e,o,m,j,c,r}
@attribute A78 {n,p,q,d,s,b,l,j,c,t,e,r,i,h,o,m,k,f,a,g}
@attribute A79 {q,r,j,s,o,n,a,t,m,b,l,h,k,d,e,c,p,f,g,i}
@attribute A80 {k,h,l,p,s,r,n,b,t,i,f,d,m,o,e,a,g,q,j,c}
@attribute A81 {a,t,s,p,b,r,g,j,e,q,f,c,d,n,h,m,l,i,o,k}
@attribute A82 {k,d,m,e,o,l,t,c,g,a,s,n,p,q,j,i,h,r,f,b}
@attribute A83 {t,i,e,m,o,s,d,l,h,n,g,q,k,f,a,b,c,r,p,j}
@attribute A84 {a,j,d,f,n,t,q,m,r,p,o,h,l,k,g,c,b,s,e,i}
@attribute A85 {l,q,n,c,t,r,a,e,m,j,g,o,p,h,s,f,k,b,d,i}
@attribute A86 {a,c,k,d,t,o,f,q,l,m,b,n,h,e,j,p,i,r,s,g}
@attribute A87 {a,b,e,i,s,h,o,j,m,d,c,f,g,n,p,r,l,k,t,q}
@attribute A88 {b,o,s,f,j,c,e,r,m,p,l,k,h,n,t,a,g,i,q,d}
@attribute A89 {n,e,o,b,l,m,f,j,g,d,i,s,p,c,q,k,t,h,r,a}
@attribute A90 {l,j,n,s,p,a,c,g,h,m,e,r,t,b,f,o,k,i,d,q}
@attribute A91 {j,a,e,k,d,q,n,b,o,p,t,f,i,h,l,r,s,m,c,g}
@attribute A92 {i,e,f,c,r,s,d,a,m,t,k,l,g,p,h,o,j,b,n,q}
@attribute A93 {r,a,j,i,n,k,l,m,c,g,t,p,e,o,q,d,b,h,s,f}
@attribute A94 {h,m,e,s,t,b,q,o,j,c,p,n,f,d,g,r,i,a,l,k}
@attribute A95 {l,p,r,k,s,m,f,o,t,c,g,n,e,j,i,a,d,q,b,h}
@attribute A96 {m,q,r,n,b,l,g,t,h,a,s,e,i,c,d,p,j,k,o,f}
@attribute A97 {q,d,s,h,j,c,k,g,m,r,f,n,e,l,b,p,a,t,o,i}
@attribute A98 {q,h,i,l,n,p,o,a,t,f,g,e,r,d,c,k,m,b,s,j}
@attribute A99 {o,h,t,p,a,g,b,m,l,i,j,e,q,r,f,n,c,d,k,s}
@attribute A100 {e,m,c,o,f,g,i,s,t,r,k,h,l,b,p,j,d,n,a,q}
@attribute Class {c4,c3,c2,c1,c5}

@data
k,n,k,f,o,f,i,r,j,e,c,a,m,t,r,f,s,n,n,r,d,r,o,a,s,p,c,o,k,h,h,j,e,n,j,m,s,t,f,m,j,m,c,i,m,c,m,e,h,t,j,i,r,i,j,b,o,g,h,j,o,k,c,i,t,r,j,r,t,h,l,h,l,i,h,q,k,s,h,m,r,h,e,f,i,p,e,h,t,k,t,g,t,n,a,t,p,t,o,o,c1
t,e,b,s,r,c,c,j,h,a,l,s,b,s,s,s,i,q,n,j,k,t,p,t,s,e,n,a,o,e,n,o,j,n,n,m,f,p,t,f,c,k,r,m,c,f,e,t,f,r,i,i,o,g,s,n,e,s,k,o,a,d,j,o,f,h,h,q,o,p,r,d,d,d,a,p,c,i,a,k,g,r,b,m,q,c,k,l,o,c,c,l,h,m,b,i,e,i,s,k,c3
b,b,c,i,n,k,p,q,k,t,m,h,n,f,d,d,b,s,p,m,l,m,q,o,s,g,b,o,n,c,c,m,h,f,f,j,s,j,c,m,g,h,c,b,k,q,j,s,r,o,p,q,a,a,e,i,n,e,n,h,d,p,h,f,i,o,l,e,f,p,j,n,d,b,h,t,p,d,s,h,a,g,s,d,p,c,p,l,k,p,j,l,i,c,b,c,r,f,f,c,c2
r,n,c,s,a,s,k,d,q,r,l,s,b,a,r,d,j,q,p,s,l,h,j,m,p,g,o,m,e,c,k,m,n,t,b,b,n,b,k,m,p,q,n,g,r,b,j,i,l,r,p,m,t,n,g,b,n,n,s,g,a,m,f,p,p,l,q,m,l,i,n,j,i,j,i,b,q,l,o,o,o,d,n,d,g,p,m,m,m,i,e,g,p,p,t,l,k,r,m,c,c2
i,d,n,f,p,j,c,h,l,a,i,f,s,b,e,l,i,q,b,i,k,l,p,l,b,b,k,j,o,n,s,b,l,a,g,m,f,p,d,i,l,f,n,h,m,s,k,l,e,d,i,s,m,i,b,n,i,g,j,k,m,h,t,c,d,i,g,a,p,p,g,f,i,n,p,g,k,p,h,p,p,j,k,r,e,c,c,e,m,a,n,b,s,m,p,n,t,o,d,q,c3
d,e,b,j,t,q,l,g,d,t,m,g,i,a,q,a,e,q,d,p,r,q,g,l,a,j,b,t,j,n,s,p,r,d,g,a,o,n,k,f,o,m,o,c,j,k,f,f,n,d,c,r,r,k,l,i,b,h,f,f,e,i,n,d,a,d,r,e,c,t,q,l,d,j,f,s,f,e,a,a,l,q,h,o,r,r,l,l,n,a,d,d,k,s,a,c,m,c,b,t,c5
d,t,c,c,i,c,k,r,d,t,l,h,j,p,l,q,g,q,l,s,o,h,g,n,l,j,g,t,e,k,o,r,e,i,m,b,h,c,g,k,t,a,n,n,t,j,o,h,q,k,q,r,p,f,l,g,p,l,f,i,k,b,c,i,g,o,c,g,s,m,k,c,k,n,k,s,a,d,j,c,h,t,e,j,t,k,t,q,p,c,d,f,m,b,l,r,m,m,b,o,c5
d,a,r,p,s,t,t,m,d,t,n,h,q,i,i,t,f,q,a,l,a,b,g,b,a,j,m,d,p,c,c,b,m,h,m,a,p,o,s,t,g,g,h,r,j,g,c,e,a,b,b,l,b,r,l,t,e,f,t,q,r,h,s,p,s,o,q,b,j,c,o,b,k,r,d,s,r,g,l,m,t,g,h,q,d,i,l,a,f,o,d,d,d,b,s,k,m,e,b,t,c5
t,h,t,l,k,h,n,p,s,p,k,c,p,r,t,p,k,d,p,m,k,j,i,t,o,q,f,r,e,f,p,n,e,t,l,j,e,f,p,h,g,s,k,f,j,h,s,p,i,d,i,b,l,o,p,r,t,c,i,c,f,r,f,q,h,q,t,a,a,k,l,h,l,p,c,q,g,n,e,k,f,p,b,q,h,l,a,k,h,d,j,h,c,s,g,p,l,a,p,r,c4
d,o,a,i,h,p,f,h,d,t,a,m,n,b,l,n,d,q,h,f,q,h,g,q,k,j,m,m,s,t,d,d,g,e,g,i,l,b,h,p,p,n,p,m,f,m,j,t,b,i,h,i,e,q,l,i,o,f,k,r,n,a,p,c,q,g,m,t,s,m,e,a,q,g,l,s,f,t,i,s,i,r,f,t,c,m,f,t,s,k,d,a,i,a,q,g,m,h,b,t,c5
f,n,c,d,g,p,d,m,d,i,r,d,g,q,o,d,f,l,p,l,l,i,g,c,j,g,j,q,t,c,r,m,g,q,d,h,j,p,k,f,r,d,s,t,i,c,m,i,h,r,p,b,k,d,d,f,n,a,q,c,t,e,q,h,s,t,j,g,k,d,k,f,o,i,n,s,l,c,f,m,j,q,k,d,b,s,a,b,q,l,l,b,e,c,f,j,n,g,t,c,c2
t,j,d,q,a,c,f,i,l,f,a,b,q,p,d,m,s,n,k,b,d,i,c,c,o,s,f,o,k,b,b,j,d,o,b,g,b,b,f,i,n,a,p,h,e,m,k,s,h,t,g,s,s,j,l,i,c,l,l,j,h,j,g,a,f,p,g,r,t,t,q,k,i,n,s,r,c,k,s,f,c,s,b,f,a,k,j,o,f,c,e,b,o,a,p,f,j,k,i,a,c1
k,o,k,q,i,t,c,e,n,a,a,o,k,p,i,f,i,m,h,b,m,i,a,n,q,l,t,h,c,m,e,g,l,i,g,m,f,p,i,e,s,q,r,n,o,q,b,l,m,c,i,e,c,e,e,n,d,c,k,m,j,k,j,o,l,q,e,p,r,p,k,n,q,r,i,i,t,h,b,s,t,l,q,b,a,c,g,e,n,n,t,o,s,m,s,j,c,s,f,p,c3
k,j,d,n,e,q,h,h,t,l,n,h,e,n,t,e,n,h,j,p,q,n,i,j,m,k,q,d,e,o,k,q,j,e,t,m,n,g,l,f,k,g,k,l,h,c,f,m,k,s,n,t,m,t,q,r,t,n,f,c,f,l,q,s,t,l,a,a,q,q,t,n,m,k,d,c,k,n,p,k,j,q,n,d,e,t,a,d,p,q,j,h,s,e,r,d,d,n,h,c,c4
a,g,c,s,c,q,a,a,d,l,t,r,a,i,a,d,n,p,p,i,l,h,m,c,h,g,q,m,j,c,i,m,a,h,p,h,b,j,t,h,m,i,m,l,d,t,t,a,f,g,p,i,s,h,f,i,n,n,i,o,m,t,t,t,t,q,c,k,c,n,f,n,t,i,l,a,s,t,i,n,b,q,d,d,l,n,g,b,j,s,f,t,i,i,e,r,f,p,i,c,c2
c,c,t,d,s,r,c,o,m,a,t,o,l,c,l,m,i,e,p,e,m,c,d,a,q,j,m,g,o,h,e,g,m,n,f,m,f,p,r,p,c,g,g,k,l,k,r,b,f,b,i,i,d,h,q,n,l,g,l,l,n,o,k,j,f,r,e,k,l,p,j,i,i,l,s,a,g,m,r,m,p,a,c,c,p,c,q,c,f,a,k,h,s,m,q,l,f,o,q,s,c3
n,p,e,b,m,h,q,m,e,l,m,c,h,s,p,m,s,n,d,r,d,h,g,b,c,e,n,o,k,k,l,j,r,j,a,k,p,k,f,i,d,f,o,m,g,k,a,l,k,t,e,h,q,q,t,n,a,o,b,j,l,n,r,k,p,l,q,r,t,d,c,h,h,m,f,l,f,m,k,e,k,e,e,f,f,b,g,h,n,f,m,k,h,s,o,r,m,j,m,d,c1
b,b,e,p,q,g,s,q,l,f,d,t,n,d,h,r,s,n,i,p,n,b,r,q,g,s,m,o,k,r,n,j,n,c,f,q,c,h,f,b,n,k,b,k,k,i,f,h,p,t,b,p,e,o,l,l,t,g,j,j,h,c,a,o,l,f,i,r,t,s,t,k,p,q,q,n,e,t,t,b,a,h,d,f,f,n,e,s,i,p,l,f,k,e,s,g,r,m,e,s,c1
p,p,t,p,a,n,s,a,o,f,n,h,k,l,f,n,s,n,r,q,c,r,l,g,k,g,t,o,k,l,o,j,t,f,m,s,m,d,f,o,d,q,l,l,c,h,h,j,m,t,g,g,m,q,f,p,o,j,s,j,h,f,c,o,s,l,g,r,t,m,i,t,e,n,d,d,n,p,k,f,m,s,l,f,r,a,p,o,p,f,r,f,r,n,f,p,i,s,q,k,c1
d,n,a,s,j,i,e,g,d,t,o,k,h,o,n,l,j,q,b,b,l,h,g,r,a,j,p,o,r,s,c,l,m,t,d,a,i,j,n,t,m,l,m,g,e,e,p,k,a,s,d,k,p,r,l,l,e,i,q,h,a,c,n,f,i,d,p,e,t,r,m,b,t,l,l,s,h,s,t,j,c,l,r,i,m,j,n,k,g,c,d,l,k,m,p,s,m,j,b,g,c5
t,l,n,g,l,s,c,p,f,a,r,e,g,l,d,k,i,g,a,i,a,a,t,p,t,q,h,p,e,r,o,e,c,a,h,m,f,p,i,a,t,i,o,q,l,r,b,i,m,a,i,a,m,n,d,n,g,i,t,r,k,a,a,c,s,c,d,l,r,p,s,f,k,d,c,i,k,t,o,a,a,a,j,l,e,c,a,q,i,q,p,n,a,m,p,o,a,d,n,m,c3
e,g,c,j,f,b,i,s,j,f,i,m,n,m,o,d,g,q,p,q,l,p,p,e,s,g,q,p,j,c,k,m,d,q,h,i,s,r,o,p,o,q,a,d,k,p,c,d,c,i,p,g,s,t,m,r,n,d,a,o,t,f,m,n,a,i,a,n,g,g,f,k,s,l,s,l,t,k,g,l,q,o,s,d,n,r,b,s,l,g,e,d,t,k,o,b,a,i,e,c,c2
k,b,b,d,n,l,c,l,c,a,p,b,p,m,o,r,i,h,d,t,p,m,g,q,k,e,n,m,f,d,l,k,a,t,g,m,f,p,l,r,r,r,q,k,o,m,s,i,h,a,i,l,q,a,p,n,f,g,i,a,g,f,s,o,i,f,o,b,m,p,l,q,h,k,t,s,g,f,h,h,f,d,i,q,l,c,g,b,d,t,a,d,q,m,e,n,j,q,j,t,c3
b,j,i,m,s,s,c,i,e,a,p,t,q,o,o,i,i,r,s,i,b,r,c,d,n,a,s,t,c,s,l,b,h,n,h,m,f,p,e,l,a,o,t,c,l,r,p,f,p,j,i,h,g,i,d,n,d,k,a,f,g,g,h,o,i,m,i,m,f,p,k,h,a,i,o,o,p,f,n,s,l,s,d,n,e,c,l,f,q,e,l,o,k,m,s,q,s,h,p,i,c3
c,m,l,g,n,a,c,s,m,a,o,t,f,g,a,r,i,q,r,g,p,p,c,i,a,b,a,m,k,l,s,r,d,j,t,m,f,p,a,b,d,h,e,o,e,f,i,b,f,e,i,s,t,c,m,n,h,s,e,h,t,b,s,o,b,n,g,n,b,p,f,a,d,s,h,t,b,n,t,f,e,q,m,s,e,c,r,l,p,r,p,q,q,m,j,f,e,p,k,h,c3
n,g,c,o,q,t,m,r,k,k,m,s,s,r,o,d,o,n,p,k,l,i,f,l,b,g,b,d,k,c,m,m,g,h,t,h,k,k,b,h,j,j,g,n,o,e,k,l,c,o,p,g,q,t,i,c,n,d,s,r,r,n,f,p,n,m,j,g,c,b,f,i,e,d,j,c,o,l,d,q,q,n,n,d,k,o,h,r,t,k,b,b,k,f,e,r,e,a,l,c,c2
j,d,c,m,g,a,o,k,j,i,g,f,n,j,l,d,d,f,p,g,l,q,f,g,b,g,e,b,k,c,f,m,p,a,h,e,d,j,f,p,s,o,c,g,f,t,t,s,o,b,p,n,r,n,l,e,n,j,m,p,n,o,k,a,n,d,m,g,b,k,b,m,h,h,n,s,j,k,p,o,f,l,g,d,r,i,j,m,r,n,k,a,i,o,a,a,i,g,t,c,c2
s,t,g,d,g,s,c,d,e,a,m,p,j,b,h,a,i,g,p,t,e,s,q,d,l,g,l,m,h,i,a,r,i,d,t,m,f,p,e,g,m,i,g,e,l,a,t,j,i,r,i,a,r,g,e,n,r,t,h,m,q,a,r,m,s,j,r,r,n,p,c,a,l,q,b,d,h,q,d,f,f,m,h,o,a,c,m,f,p,k,p,c,g,m,i,h,p,c,q,s,c3
n,a,q,j,i,g,d,a,g,t,m,h,b,s,m,h,s,n,e,a,o,k,t,n,r,o,g,o,k,t,a,j,s,s,d,e,t,s,f,p,r,p,c,h,r,s,i,i,o,t,g,p,q,f,k,g,d,c,r,j,j,b,b,d,h,m,e,r,t,r,o,i,h,c,c,s,g,a,l,c,k,q,d,f,n,l,s,l,o,l,h,e,g,b,q,d,g,s,s,m,c1
n,h,j,r,p,s,p,t,j,i,h,m,c,a,t,n,s,n,n,o,g,s,a,s,c,f,g,o,k,i,r,j,r,o,i,d,q,d,f,p,d,o,p,n,l,g,d,m,n,t,p,a,k,e,j,g,r,t,n,j,c,b,b,e,m,b,p,r,t,a,j,o,l,r,l,j,n,n,i,i,c,e,j,f,i,d,j,r,r,f,j,p,e,t,c,f,g,j,i,p,c1
d,b,c,q,k,f,f,n,d,t,f,o,a,s,g,r,l,q,d,d,h,l,g,c,a,j,m,i,k,d,n,t,e,f,c,e,n,l,i,d,t,c,c,d,t,r,l,a,l,a,j,k,k,p,l,f,m,q,b,a,s,r,h,m,r,e,s,f,o,p,b,c,d,o,a,s,c,t,a,o,p,e,l,a,e,n,q,h,d,m,d,f,i,k,k,g,m,j,b,b,c5
d,g,c,h,g,r,t,g,l,q,e,b,q,j,e,d,k,f,p,a,l,b,h,t,o,g,p,e,l,c,s,m,c,p,p,o,o,l,g,c,j,k,q,b,f,j,k,a,b,s,p,s,d,h,g,q,n,h,c,o,q,c,s,t,b,a,g,n,a,h,r,g,k,o,q,j,t,s,c,c,h,r,l,d,j,k,b,e,m,f,q,p,q,e,o,n,l,m,i,c,c2
s,l,g,c,s,f,c,e,o,a,d,c,f,a,j,k,i,n,k,p,h,g,p,r,s,b,d,r,p,d,o,l,t,c,l,m,f,p,e,g,q,e,j,i,k,o,q,o,r,e,i,f,b,b,h,n,g,n,s,i,c,a,d,s,a,n,r,t,b,p,h,m,n,r,e,b,b,f,d,r,e,p,c,l,e,c,g,h,e,b,m,o,o,m,g,f,s,o,o,m,c3
q,l,s,h,n,r,c,l,m,a,h,g,e,c,s,r,i,k,j,q,b,d,b,n,r,m,g,k,i,b,m,m,s,t,p,m,f,p,e,n,c,t,i,e,m,e,r,d,s,t,i,m,h,t,c,n,a,b,r,a,p,b,o,r,g,h,m,q,d,p,m,c,c,b,m,k,l,s,h,q,i,i,t,h,t,c,k,b,r,c,i,a,c,m,a,i,b,o,l,k,c3
k,b,c,t,q,g,j,c,t,b,k,s,n,t,r,d,t,r,p,b,l,n,t,j,e,g,h,d,n,c,t,m,r,c,r,j,b,t,t,d,c,r,i,f,j,t,q,d,b,s,p,b,c,h,f,o,n,b,i,f,l,f,f,c,o,r,d,c,g,f,f,p,j,i,o,b,p,c,a,o,f,t,j,d,s,s,s,s,e,o,i,q,d,h,l,c,k,f,p,c,c2
q,o,c,t,e,l,q,j,p,k,s,r,b,a,n,d,o,m,p,l,l,j,f,q,q,g,s,s,s,c,a,m,l,a,q,c,p,j,i,b,b,d,k,d,m,l,r,d,c,a,p,f,h,c,m,s,n,t,n,s,h,k,p,f,f,f,k,c,h,o,a,j,f,q,o,b,g,f,m,h,a,i,h,d,p,b,e,h,a,e,g,p,o,i,f,l,t,g,t,c,c2
d,h,p,t,g,g,j,p,d,t,q,d,o,p,j,h,b,q,h,d,n,i,g,b,g,j,d,s,q,r,b,b,p,p,t,f,i,f,r,c,p,j,a,i,t,a,b,t,j,n,l,m,o,m,l,e,o,o,g,m,e,h,p,q,m,l,b,o,t,e,j,t,t,c,e,s,q,b,d,r,r,d,s,r,p,e,m,l,d,r,d,r,d,d,t,q,m,a,b,i,c5
q,b,t,s,c,l,d,c,t,l,c,f,h,n,m,h,s,n,c,h,p,c,t,l,g,r,m,o,k,j,a,j,m,a,e,l,a,k,f,k,d,n,p,e,f,d,l,r,d,t,e,i,t,g,t,b,m,t,d,j,g,e,l,k,h,r,j,r,t,q,o,g,q,b,r,c,k,k,p,d,g,h,c,f,k,i,a,a,e,p,h,p,g,p,f,s,j,f,r,f,c1
c,o,c,t,n,s,m,q,d,a,n,l,i,k,s,d,l,j,p,t,l,h,k,p,o,g,j,d,h,c,r,m,f,a,g,n,i,k,s,k,k,g,b,t,h,b,i,d,f,a,p,b,b,m,b,l,n,h,m,b,t,t,q,p,s,k,d,m,j,e,h,j,k,k,m,b,n,i,q,a,s,k,o,d,j,s,f,h,c,o,r,p,d,j,c,p,j,i,a,c,c2
p,h,g,f,e,l,f,o,l,k,m,m,a,m,t,c,s,h,r,q,d,h,i,l,n,s,n,b,c,a,o,d,g,m,i,e,b,o,a,k,d,g,k,l,r,s,m,o,q,p,q,p,e,m,c,r,t,s,h,c,f,m,l,h,m,d,n,a,d,g,k,d,o,m,s,q,a,n,h,k,d,s,c,d,c,e,a,s,b,t,j,j,p,g,t,b,e,n,k,f,c4
d,k,e,q,j,j,h,i,d,t,k,r,c,m,r,c,h,q,q,g,s,g,g,c,g,j,h,c,f,c,r,k,i,c,c,o,j,r,t,b,d,l,g,a,a,i,f,o,p,o,h,o,d,c,l,t,f,n,b,p,h,l,g,c,m,r,b,o,b,d,i,q,r,j,d,s,a,l,m,r,p,f,b,o,g,m,r,d,c,d,d,k,m,g,o,m,m,q,b,m,c5
d,s,e,j,l,d,e,a,d,t,i,h,j,n,e,j,c,q,g,e,s,i,g,t,c,j,h,p,t,d,o,s,r,m,h,d,f,d,f,a,s,n,g,g,d,f,c,l,h,h,j,e,j,t,l,g,c,q,d,p,c,k,i,t,b,l,f,t,f,c,a,n,i,g,n,s,o,l,d,e,d,g,b,j,m,q,k,t,a,d,d,h,j,g,r,g,m,f,b,t,c5
a,a,o,o,q,e,f,k,j,j,n,e,j,m,t,t,c,r,r,e,h,i,p,h,f,n,i,f,k,d,s,r,e,o,k,d,c,d,c,t,c,e,k,p,p,t,t,c,o,k,q,e,b,m,h,r,t,j,f,c,f,s,j,s,s,b,l,a,q,c,h,i,f,j,m,n,b,n,q,k,h,p,k,m,j,g,a,r,g,i,j,e,e,h,m,o,q,k,f,o,c4
p,d,f,m,g,r,k,a,d,d,p,i,a,p,t,d,b,t,q,o,k,d,f,c,s,t,s,p,q,k,d,i,j,i,j,i,g,s,a,f,j,d,k,g,m,o,q,o,c,d,j,j,c,l,r,r,t,o,k,c,f,g,e,m,p,i,h,a,o,f,s,q,b,e,s,s,b,n,q,k,c,b,g,l,n,a,a,r,q,q,j,k,k,o,e,d,b,e,l,b,c4
