@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
e,g,f,b,h,d,b,g,g,h,f,a,f,d,g,j,b,i,j,j,g,d,g,e,i,i,f,i,e,c,c,d,i,b,a,e,h,j,i,d,b,a,d,h,e,e,f,c,c,g,c4
b,b,i,c,f,i,e,a,f,f,f,g,j,j,f,j,f,d,h,b,f,g,e,b,b,g,j,a,g,d,d,h,c,i,j,f,b,a,b,c,i,f,g,a,e,g,c,g,j,d,c3
j,c,f,c,f,f,a,a,f,c,j,b,j,i,h,j,f,a,h,j,f,i,j,d,a,f,b,c,d,d,h,h,a,i,i,e,h,a,b,c,a,a,j,e,d,i,j,g,c,i,c3
f,b,f,d,c,g,i,i,e,b,e,a,g,j,g,c,e,h,b,i,f,b,f,a,g,e,j,d,f,a,j,b,e,d,h,f,c,e,e,d,h,e,a,i,f,c,f,i,j,c,c5
i,e,e,a,d,c,a,b,j,i,i,f,b,c,c,e,h,j,f,b,g,g,d,b,f,g,f,j,f,c,b,f,b,i,e,f,c,a,c,g,b,d,h,c,c,e,d,f,i,e,c2
c,h,d,j,h,d,b,c,a,j,g,i,a,e,e,i,b,h,h,b,c,h,i,c,d,f,i,e,e,a,a,b,e,f,i,e,b,b,e,f,g,h,b,f,g,e,b,h,g,i,c1
i,g,j,g,b,c,f,h,d,i,c,f,b,d,b,e,b,a,h,h,f,g,a,e,f,d,f,g,e,a,f,f,b,g,a,d,f,j,c,j,a,b,j,c,a,j,i,i,i,b,c2
f,a,j,g,h,d,a,i,i,g,g,a,g,h,e,b,e,d,g,j,h,b,h,f,h,b,j,a,f,d,g,a,g,d,d,a,g,e,e,b,e,f,f,i,d,h,f,i,a,g,c5
d,b,a,e,e,d,j,f,g,a,h,b,f,d,b,b,c,i,g,g,g,c,d,h,d,j,i,g,d,f,j,e,a,b,e,e,b,j,e,g,b,a,d,c,f,f,e,c,c,h,c4
i,i,e,g,a,j,i,f,d,i,a,f,b,a,i,a,g,a,d,b,f,g,b,c,f,j,f,i,j,i,e,f,b,a,h,a,g,i,c,c,e,j,a,c,i,a,c,a,i,h,c2
i,g,f,h,f,a,j,j,d,i,d,f,b,i,j,g,h,f,c,b,f,g,e,d,f,j,f,d,f,c,a,f,b,c,d,c,a,a,c,a,e,h,c,c,g,c,d,a,i,g,c2
a,a,b,f,f,d,c,b,i,f,i,f,f,d,a,a,h,c,j,a,g,c,c,b,j,j,e,i,i,a,b,d,h,h,a,e,g,j,j,e,b,a,d,g,g,c,f,c,c,e,c4
g,b,e,c,f,e,c,e,d,j,h,f,b,j,j,j,j,e,a,j,f,h,i,a,b,i,c,d,c,d,d,h,h,i,b,a,b,a,b,c,g,b,b,g,g,e,j,g,a,g,c3
b,d,i,c,f,i,a,h,g,a,c,f,b,a,a,j,e,a,g,h,f,h,d,c,j,a,j,f,h,d,e,h,d,i,f,i,a,a,b,c,b,c,b,j,a,h,a,g,c,b,c3
f,a,j,f,f,c,h,i,g,a,b,a,g,d,e,h,e,e,i,g,e,c,a,b,h,d,j,e,f,b,f,a,b,d,b,c,f,e,e,i,c,g,a,a,a,e,e,i,j,g,c5
f,d,b,e,e,c,e,i,a,e,h,a,g,c,i,j,e,a,f,c,c,f,a,e,e,d,j,g,f,h,a,g,h,d,f,g,f,e,e,f,i,h,j,a,j,i,a,i,b,j,c5
d,g,e,c,f,i,c,f,b,c,e,h,b,g,e,j,b,h,i,a,f,i,b,b,h,b,a,b,j,d,g,h,b,i,a,d,d,a,b,c,i,h,h,g,i,d,d,g,i,h,c3
f,h,h,i,b,j,c,i,a,g,h,a,g,f,j,c,e,e,c,i,i,e,c,e,e,d,j,h,f,b,g,f,f,d,d,h,d,e,e,h,c,h,b,i,g,f,b,i,h,e,c5
f,a,b,h,f,d,f,i,a,e,a,a,g,j,j,g,e,i,d,h,a,e,j,g,f,g,j,g,f,f,e,g,e,d,a,h,g,e,e,j,j,j,g,g,h,g,j,i,g,f,c5
e,a,a,c,f,b,e,b,b,a,i,h,b,b,h,j,g,c,g,e,f,d,h,b,h,c,h,h,c,d,c,h,i,i,b,j,e,a,b,c,h,b,j,d,f,d,e,g,d,f,c3
i,g,j,i,d,j,c,a,e,i,j,f,b,c,b,b,e,d,g,i,g,g,g,c,f,i,f,f,h,j,b,f,b,g,g,f,h,j,c,g,e,b,d,c,g,b,i,e,i,a,c2
e,b,a,c,f,f,h,d,a,e,j,j,b,a,g,j,f,a,g,b,f,d,g,i,g,i,b,d,g,d,c,h,i,i,g,h,g,a,b,c,c,g,d,e,i,g,i,g,e,d,c3
e,b,d,c,f,g,b,i,g,a,j,d,j,j,b,j,j,f,f,h,f,f,a,g,i,g,f,f,b,d,g,h,h,i,g,c,e,a,b,c,c,h,j,d,b,c,b,g,g,e,c3
f,e,h,f,j,d,f,b,h,c,d,j,f,d,j,c,b,e,d,h,g,c,a,h,d,c,g,d,j,f,c,d,h,a,f,e,i,j,d,b,b,a,d,f,f,g,a,c,c,f,c4
f,a,f,j,d,g,a,i,d,b,b,a,g,i,i,c,e,j,c,d,c,c,i,f,d,h,j,h,f,f,a,i,h,d,h,e,f,e,e,d,i,f,a,e,f,j,b,i,g,b,c5
i,a,j,b,j,d,i,h,e,i,j,f,b,j,g,i,a,d,f,d,g,g,j,i,f,g,f,h,b,c,e,f,b,h,e,f,j,c,c,e,d,h,h,b,f,e,j,e,i,h,c2
i,i,c,d,j,g,c,j,h,i,c,f,b,j,e,e,g,j,j,e,h,g,a,i,f,i,f,e,d,h,c,f,b,f,c,a,j,b,c,e,i,b,b,b,a,d,c,c,i,e,c2
c,d,j,c,f,d,e,d,d,g,j,d,e,b,g,j,e,g,d,b,f,c,a,d,c,a,c,h,d,d,c,h,j,i,c,b,a,a,b,c,e,b,g,a,f,b,c,g,f,f,c3
f,d,h,b,h,i,a,c,a,e,g,e,a,e,e,i,f,i,b,b,e,h,d,c,d,d,g,e,f,d,f,e,a,i,e,e,f,a,i,i,b,j,d,f,b,j,f,c,g,i,c1
j,j,d,c,j,d,j,j,b,g,i,a,f,d,f,a,e,h,g,h,g,d,c,e,f,d,i,a,a,f,g,i,e,g,d,e,e,j,i,g,b,a,d,i,h,g,e,c,c,i,c4
d,f,g,c,f,h,e,j,c,d,a,j,i,f,a,j,a,e,j,f,f,d,c,i,b,d,f,h,g,d,f,h,d,i,e,g,i,a,b,c,a,c,j,g,g,i,e,g,j,b,c3
f,g,h,e,e,d,g,i,e,g,h,i,f,d,a,b,h,d,g,e,g,h,i,a,f,j,b,j,c,f,e,h,g,a,i,e,f,j,e,f,b,a,d,i,h,f,h,c,c,h,c4
b,j,h,c,f,e,j,a,e,e,j,b,g,b,b,j,j,f,c,d,f,f,b,d,g,a,g,e,h,d,c,h,e,i,c,d,g,a,b,c,c,d,a,f,a,a,e,g,e,h,c3
i,j,d,b,c,i,j,g,j,i,i,f,b,c,e,j,h,b,j,c,c,g,e,a,f,i,f,d,g,g,i,f,b,b,f,j,f,d,c,f,c,h,f,i,e,b,c,c,i,f,c2
i,j,j,a,g,d,j,g,e,i,j,f,b,g,e,a,a,a,g,i,d,g,b,g,f,j,f,e,j,e,c,f,b,h,c,i,g,d,c,b,h,e,h,a,b,a,j,g,i,i,c2
i,e,h,a,i,d,i,a,c,h,f,h,f,d,c,j,c,i,j,a,g,j,c,e,f,h,i,a,a,j,c,j,j,h,d,e,b,j,g,g,b,a,d,h,e,j,g,c,c,f,c4
c,d,e,g,c,d,b,a,c,a,g,h,f,d,e,h,g,b,b,b,g,g,h,i,a,b,j,b,g,f,f,i,c,g,c,e,a,j,h,i,b,a,d,j,h,g,f,c,c,h,c4
g,j,b,c,h,f,a,c,a,j,g,c,a,g,e,i,g,b,c,b,g,f,d,c,i,a,d,e,j,e,g,f,j,d,f,e,f,f,i,j,g,b,j,i,i,j,i,d,g,e,c1
f,c,g,g,e,g,f,i,j,a,i,a,g,f,f,i,e,d,e,e,i,c,f,e,h,h,j,i,f,a,g,i,g,d,i,h,b,e,e,g,f,a,b,h,b,e,f,i,a,f,c5
e,h,j,a,b,d,e,a,e,f,d,a,f,d,c,a,d,j,a,g,g,c,d,h,c,i,f,c,b,b,e,e,i,g,b,e,d,j,c,d,b,a,d,a,f,f,g,c,c,a,c4
f,g,i,b,b,g,d,i,e,f,b,a,g,i,h,i,e,b,h,h,f,b,a,f,e,f,j,g,f,e,c,i,i,d,j,j,d,e,e,g,c,e,c,j,e,c,j,i,b,a,c5
f,b,a,c,a,c,c,i,i,c,i,a,g,e,f,f,e,e,i,d,a,i,g,j,d,h,j,b,f,a,c,e,b,d,i,b,j,e,e,j,a,f,i,d,a,e,f,i,e,e,c5
i,f,i,g,d,d,c,h,h,i,g,f,b,g,g,c,c,i,b,f,j,g,b,i,f,c,f,e,j,c,j,f,b,d,d,c,b,f,c,f,e,e,g,a,e,b,a,g,i,c,c2
a,c,g,a,j,d,j,j,j,i,g,d,f,d,b,h,a,g,i,a,g,j,f,a,i,j,c,h,g,g,f,a,d,e,i,e,a,j,a,i,b,a,d,e,d,j,g,c,c,i,c4
i,i,d,f,g,g,j,j,h,i,a,f,b,c,e,j,c,b,e,i,d,g,c,a,f,a,f,g,c,h,a,f,b,e,d,e,h,i,c,b,e,a,j,g,e,b,b,c,i,h,c2
e,a,h,c,f,c,c,h,d,f,b,h,i,f,d,j,g,c,c,e,f,e,g,j,d,e,b,h,c,d,g,h,b,i,f,b,f,a,b,c,a,j,h,i,f,f,b,g,g,d,c3
a,c,h,c,f,i,b,j,g,d,d,j,b,e,a,j,g,g,b,g,f,j,c,c,e,d,d,h,d,d,h,h,d,i,a,c,b,a,b,c,h,h,j,d,i,f,j,g,b,b,c3
a,g,i,f,a,d,g,i,a,i,a,h,f,d,h,c,i,h,c,g,g,h,f,f,j,a,b,i,i,h,d,a,f,g,d,e,g,j,c,h,b,a,d,d,c,e,e,c,c,j,c4
i,f,j,i,c,d,j,h,i,c,e,g,f,d,e,b,e,e,j,f,g,g,e,b,d,j,b,d,h,g,h,j,d,j,g,e,c,j,c,j,b,a,d,f,i,d,h,c,c,g,c4
f,i,d,g,f,f,f,i,c,g,i,a,g,h,f,c,e,f,h,f,i,d,c,j,e,b,j,b,f,j,i,g,d,d,e,i,a,e,e,j,c,e,e,f,c,e,g,i,g,d,c5
i,b,a,g,h,i,h,i,j,i,b,f,b,a,b,g,g,c,a,g,g,g,f,f,f,h,f,f,i,f,h,f,b,b,f,i,i,c,c,c,g,d,h,d,h,h,a,e,i,c,c2
f,g,e,f,g,j,h,i,h,g,j,a,g,j,f,i,e,e,e,j,b,b,g,a,f,a,j,b,f,g,h,g,h,d,a,i,e,e,e,d,b,c,e,a,f,d,j,i,c,a,c5
f,f,b,i,h,h,g,c,a,d,g,j,a,j,e,i,j,h,j,b,g,d,j,c,h,c,b,e,a,h,f,c,h,d,c,e,d,b,b,e,a,f,b,f,g,h,g,a,b,b,c1
d,g,j,c,h,e,h,c,a,a,g,d,a,e,e,i,f,e,g,b,h,d,f,c,b,i,a,e,b,f,b,e,j,g,g,e,g,h,h,c,c,b,a,e,i,c,d,j,a,a,c1
a,j,d,c,f,f,f,b,j,e,b,g,a,f,c,j,a,j,f,h,f,c,i,c,a,j,e,e,f,d,b,h,a,i,j,c,h,a,b,c,e,a,e,a,g,h,d,g,h,j,c3
i,e,h,i,g,b,h,h,h,i,a,f,b,a,c,g,c,i,d,a,f,g,a,j,f,f,f,e,c,h,g,f,b,f,c,c,c,h,c,a,f,f,h,a,b,g,b,j,i,g,c2
c,g,d,f,h,e,a,c,a,g,g,f,a,f,e,i,c,j,c,b,g,i,g,c,i,a,a,e,h,a,f,a,j,h,j,e,b,a,c,e,e,h,d,a,h,a,f,b,e,b,c1
j,h,a,d,h,d,d,j,i,e,d,i,f,d,j,d,c,h,d,c,g,h,d,c,b,i,d,a,h,g,c,a,j,d,c,e,b,j,j,j,b,a,d,i,i,d,f,c,c,j,c4
f,i,a,j,h,g,b,c,a,i,g,d,a,i,e,i,j,f,b,b,j,h,e,c,a,j,d,e,c,e,f,a,c,j,c,e,d,j,c,h,i,e,b,h,f,a,i,h,c,c,c1
d,f,f,e,d,d,b,b,f,f,d,g,f,d,c,d,f,h,d,a,g,c,a,c,a,c,j,a,d,b,i,i,h,b,f,e,f,j,e,a,b,a,d,h,f,c,g,c,c,g,c4
a,h,i,g,j,d,e,a,j,f,d,a,f,d,e,d,i,f,i,i,g,e,c,e,c,d,j,d,i,c,b,a,a,c,f,e,b,j,h,c,b,a,d,g,e,j,h,c,c,f,c4
b,h,h,g,h,f,b,c,a,i,g,h,a,j,e,i,i,i,e,b,j,d,b,c,h,g,f,e,f,d,c,g,j,c,e,e,i,g,j,f,f,a,g,c,b,f,f,j,e,g,c1
j,e,a,c,f,e,d,b,c,f,a,a,h,d,f,j,a,i,e,e,f,j,c,a,e,a,d,b,d,d,f,h,f,i,a,e,h,a,b,c,d,i,e,f,h,i,i,g,h,i,c3
f,b,j,g,b,f,j,i,d,h,h,a,g,b,g,c,e,j,e,b,i,e,f,d,g,h,j,c,f,h,i,f,d,d,f,b,b,e,e,h,g,i,g,j,a,j,b,i,f,b,c5
b,g,g,f,h,j,c,c,a,i,g,f,a,f,e,i,b,f,b,b,i,b,a,c,g,f,a,e,g,c,h,f,j,j,g,e,c,d,c,a,c,f,e,d,g,b,b,c,i,c,c1
d,f,g,i,d,d,b,b,a,c,g,f,f,d,d,f,e,h,j,a,g,j,a,b,f,a,g,d,h,e,f,j,i,d,a,e,b,j,e,f,b,a,d,g,h,d,b,c,c,f,c4
i,i,j,c,f,h,f,d,f,c,g,h,d,b,e,j,b,f,j,f,f,f,c,a,h,d,e,c,f,d,i,h,g,i,h,f,g,a,b,c,g,b,a,g,e,b,j,g,g,b,c3
e,h,j,c,f,i,e,e,g,j,j,d,i,i,g,j,i,f,d,d,f,h,h,a,g,f,d,b,g,d,f,h,b,i,b,f,c,a,b,c,h,j,f,h,f,e,h,g,c,i,c3
d,e,i,c,f,a,e,i,f,i,c,i,a,c,h,j,c,g,d,i,f,h,f,c,a,c,f,h,c,d,b,h,j,i,d,h,g,a,b,c,e,j,j,j,d,b,j,g,g,j,c3
i,c,g,a,g,d,j,e,a,d,c,g,f,d,b,i,j,e,j,b,g,c,j,d,j,i,h,e,e,e,h,g,d,g,i,e,e,j,a,e,b,a,d,a,c,d,g,c,c,f,c4
e,c,e,f,h,g,g,c,a,d,g,b,a,e,e,i,c,c,i,b,c,e,h,c,j,f,g,e,j,g,c,f,j,f,d,e,a,b,b,d,c,f,c,i,h,j,f,g,f,b,c1
h,a,j,a,h,g,f,c,a,j,g,d,a,b,e,i,i,e,c,b,g,e,h,c,c,e,c,e,f,f,b,f,a,i,c,e,j,f,b,b,f,c,b,i,f,b,j,a,f,j,c1
g,f,i,i,h,b,e,c,a,d,g,b,a,c,e,i,e,f,j,b,f,a,d,c,c,h,f,e,i,a,b,j,i,f,b,e,f,a,b,i,g,d,i,g,j,j,e,f,g,j,c1
f,g,h,c,f,c,i,a,c,d,e,c,h,i,a,j,d,d,b,i,f,g,b,h,e,a,j,e,d,d,g,h,i,i,f,f,b,a,b,c,h,a,f,a,h,h,b,g,c,d,c3
g,f,e,c,f,i,e,j,i,a,i,c,i,c,b,j,d,a,c,e,f,g,e,a,e,d,b,g,g,d,b,h,a,i,d,h,h,a,b,c,h,h,d,a,b,i,a,g,c,a,c3
i,f,a,j,i,h,e,h,g,i,f,f,b,f,j,f,e,e,a,g,h,g,i,i,f,i,f,j,h,c,j,f,b,h,d,c,c,e,c,d,e,c,f,j,c,g,i,c,i,f,c2
h,f,j,c,f,c,i,e,h,i,h,a,g,g,c,j,h,g,d,b,f,j,c,b,b,d,h,j,g,d,i,h,a,i,f,j,h,a,b,c,b,a,e,a,i,b,h,g,e,a,c3
i,i,b,f,a,d,d,e,j,a,e,d,f,d,a,h,j,f,g,j,g,b,d,h,b,e,h,a,i,g,j,i,d,c,j,e,j,j,g,d,b,a,d,g,b,f,d,c,c,g,c4
d,g,i,c,f,d,f,g,a,h,e,a,f,d,e,e,f,a,h,d,g,j,j,f,e,e,e,e,b,c,h,b,c,j,e,e,e,j,e,a,b,a,d,f,b,e,e,c,c,h,c4
f,f,a,a,f,i,c,i,d,i,i,a,g,i,f,i,e,h,e,f,i,b,i,b,e,c,j,b,f,b,h,b,a,d,a,f,i,e,e,a,d,h,b,a,f,i,d,i,h,j,c5
f,b,f,c,f,g,e,h,j,h,a,i,a,a,h,j,f,b,f,b,f,e,i,d,i,a,b,d,a,d,j,h,d,i,f,e,d,a,b,c,g,f,j,e,e,e,d,g,a,b,c3
f,a,e,c,i,e,e,i,d,f,d,a,g,j,i,a,e,j,h,i,d,f,d,c,b,d,j,i,f,j,f,j,c,d,b,c,h,e,e,b,j,i,h,f,h,j,f,i,a,h,c5
i,g,e,d,d,c,d,d,e,i,f,f,b,f,d,h,f,b,a,b,h,g,c,i,f,h,f,j,a,a,f,f,b,h,f,f,b,i,c,i,d,c,c,j,f,d,b,c,i,i,c2
e,h,g,c,f,b,g,a,e,h,h,i,f,f,c,j,c,i,b,d,f,a,g,j,e,a,b,f,e,d,d,h,c,i,a,h,b,a,b,c,f,d,j,b,j,h,i,g,d,j,c3
e,j,g,h,g,d,g,h,e,c,i,d,f,d,f,i,g,a,f,b,g,c,h,e,h,d,i,e,j,a,e,i,i,a,d,e,f,j,e,j,b,a,d,b,i,c,e,c,c,f,c4
h,g,b,b,h,e,j,c,a,d,g,b,a,b,e,i,g,h,h,b,f,d,a,c,j,f,e,e,a,e,b,d,e,f,d,e,g,d,b,f,i,g,e,d,c,e,g,f,i,j,c1
a,e,i,d,a,d,b,e,b,d,d,j,f,d,h,f,f,a,g,f,g,a,b,e,a,i,f,a,j,b,e,g,i,d,b,e,g,j,h,f,b,a,d,j,f,a,c,c,c,e,c4
i,d,b,j,f,d,f,i,e,i,c,f,b,f,j,d,h,d,e,h,h,g,d,b,f,a,f,g,i,i,d,f,b,a,h,i,f,j,c,i,e,h,a,a,b,a,h,d,i,d,c2
g,a,i,d,i,d,b,c,a,f,i,d,f,d,d,f,g,i,c,c,g,a,h,d,a,j,a,j,d,j,b,a,h,c,d,e,h,j,g,c,b,a,d,g,e,g,d,c,c,d,c4
h,d,g,c,f,b,e,f,e,i,h,e,d,e,b,j,b,h,e,g,f,i,a,g,c,b,h,h,e,d,e,h,h,i,d,g,g,a,b,c,e,b,f,a,e,a,b,g,e,c,c3
g,d,g,c,f,c,a,i,f,j,d,b,d,i,d,j,f,j,f,h,f,j,j,c,h,f,e,d,b,d,b,h,c,i,b,h,c,a,b,c,f,i,j,g,f,f,c,g,i,g,c3
i,j,g,f,i,g,i,f,e,i,a,f,b,a,b,g,a,a,c,f,g,g,a,d,f,d,f,j,a,h,e,f,b,b,f,c,f,i,c,b,g,j,f,e,f,g,h,a,i,h,c2
i,a,i,i,a,f,j,i,g,i,i,f,b,f,b,a,e,b,b,c,g,g,g,j,f,j,f,g,e,h,a,f,b,b,i,c,j,c,c,h,d,f,a,j,b,f,b,h,i,c,c2
g,f,c,c,f,e,g,j,d,c,b,h,d,f,c,j,b,i,h,f,f,j,j,e,g,e,c,e,f,d,f,h,a,i,b,a,i,a,b,c,b,c,b,j,j,a,e,g,d,b,c3
a,c,f,d,h,i,f,c,a,h,g,c,a,h,e,i,j,a,f,b,f,f,e,c,h,e,h,e,i,b,j,f,a,i,j,e,g,b,d,b,f,h,d,i,b,g,f,f,d,f,c1
d,f,c,i,j,d,c,f,j,e,j,g,f,d,g,h,e,f,g,d,g,b,c,a,b,a,h,a,h,d,a,c,c,b,b,e,j,j,j,e,b,a,d,f,i,a,g,c,c,e,c4
f,b,h,e,i,f,d,i,e,a,d,a,g,b,g,j,e,a,h,a,d,j,g,b,i,c,j,j,f,e,d,c,b,d,i,e,b,e,e,j,b,c,e,g,d,c,c,i,d,f,c5
d,g,g,c,f,a,b,c,i,g,f,g,j,c,a,j,a,b,j,j,f,j,i,h,d,e,g,d,i,d,j,h,i,i,d,c,c,a,b,c,j,d,e,d,f,g,e,g,e,a,c3
i,e,d,a,d,b,i,h,g,i,g,f,b,e,f,g,d,d,a,b,c,g,g,j,f,i,f,a,c,b,e,f,b,j,h,f,d,a,c,d,b,f,g,a,h,e,h,h,i,g,c2
e,h,a,j,h,h,i,c,a,j,g,i,a,a,e,i,j,b,j,b,a,d,e,c,b,f,a,e,d,b,a,h,d,g,d,e,a,f,d,h,a,e,j,b,i,c,e,j,j,i,c1
f,c,a,e,h,i,h,i,d,j,b,a,g,d,d,h,e,e,a,j,g,f,b,e,g,a,j,d,f,c,c,i,a,d,h,d,e,e,e,i,b,e,b,b,b,h,j,i,e,i,c5
f,c,e,d,b,i,d,i,j,h,i,a,g,g,b,e,e,f,c,c,a,d,h,i,d,e,j,h,f,j,i,g,i,d,j,g,j,e,e,j,d,a,g,c,i,d,g,i,i,e,c5
h,d,g,c,f,e,e,f,i,h,d,d,i,b,g,j,h,e,g,b,f,f,d,c,g,j,e,a,c,d,j,h,b,i,h,c,h,a,b,c,a,b,i,h,c,i,a,g,i,a,c3
i,d,h,j,e,f,g,d,a,i,f,f,b,h,b,h,e,a,h,d,h,g,f,h,f,e,f,c,j,d,f,f,b,c,f,g,h,j,c,f,i,i,f,e,h,e,i,f,i,f,c2
i,e,a,j,j,j,i,a,c,i,c,f,b,i,j,h,c,j,i,f,d,g,a,h,f,h,f,a,g,h,b,f,b,j,i,f,a,h,c,f,e,g,f,b,h,e,h,f,i,d,c2
e,h,a,j,h,b,g,c,a,b,g,f,a,i,e,i,f,g,b,b,i,e,b,c,e,g,a,e,g,c,b,h,j,g,e,e,h,d,e,a,h,g,c,d,h,a,c,d,b,f,c1
b,f,e,c,f,d,f,j,h,c,a,i,j,a,j,j,e,b,i,f,f,j,f,f,d,a,e,a,b,d,d,h,h,i,i,j,f,a,b,c,i,i,g,e,b,c,d,g,j,e,c3
g,e,c,c,f,g,a,a,e,e,c,e,e,g,h,j,g,h,h,f,f,i,h,h,e,h,d,a,a,d,j,h,f,i,j,c,d,a,b,c,c,f,a,a,c,f,f,g,d,g,c3
i,i,g,i,i,f,c,d,f,i,g,f,b,i,g,e,j,e,b,e,g,g,a,b,f,f,f,h,g,e,g,f,b,e,c,f,f,h,c,e,d,d,g,g,c,f,a,b,i,c,c2
j,f,c,f,h,a,j,c,a,b,g,e,a,f,e,i,d,g,d,b,e,e,h,c,i,c,e,e,b,i,f,j,g,i,f,e,d,f,i,f,b,e,h,f,j,a,c,a,d,h,c1
e,a,b,e,h,j,g,c,a,f,g,b,a,g,e,i,g,g,g,b,e,d,b,c,c,g,h,e,i,j,a,c,j,f,g,e,e,g,f,h,g,h,i,h,d,i,i,h,h,b,c1
g,b,c,j,h,h,h,c,a,f,g,g,a,h,e,i,j,a,f,b,g,e,g,c,g,a,i,e,g,i,i,d,g,a,g,e,c,j,b,h,a,f,b,d,g,b,d,i,g,a,c1
g,c,f,c,f,h,c,c,c,d,c,g,a,f,d,j,g,j,f,i,f,f,i,e,e,e,a,d,j,d,a,h,b,i,j,a,j,a,b,c,f,g,j,j,a,a,f,g,e,g,c3
f,i,f,j,h,a,e,i,j,i,h,a,g,a,f,b,e,a,c,c,a,b,b,j,j,h,j,h,f,b,a,a,c,d,e,g,d,e,e,a,c,g,c,a,f,f,g,i,b,c,c5
i,e,c,d,f,b,f,a,g,i,b,f,b,a,e,e,a,a,j,a,e,g,e,e,f,j,f,c,i,d,h,f,b,d,g,d,g,h,c,f,d,c,a,c,b,i,f,j,i,c,c2
f,g,d,j,c,g,j,i,b,i,j,a,g,c,h,i,e,d,g,a,e,j,e,d,e,h,j,j,f,d,i,i,c,d,f,c,j,e,e,f,c,d,e,b,h,f,g,i,j,e,c5
c,b,f,c,f,d,b,h,d,d,f,g,a,f,a,j,j,c,g,i,f,f,b,f,d,e,i,e,d,d,f,h,g,i,a,a,c,a,b,c,i,g,i,f,d,i,g,g,g,g,c3
d,b,g,c,f,f,d,g,d,b,e,j,c,j,c,j,i,d,c,j,f,a,e,f,g,d,b,b,f,d,g,h,j,i,g,e,d,a,b,c,d,e,a,a,i,a,j,g,h,b,c3
f,b,c,f,f,e,b,i,f,c,f,a,g,i,g,j,e,b,h,b,d,h,f,f,f,a,j,i,f,b,g,g,f,d,c,i,h,e,e,c,g,i,j,h,b,d,g,i,a,g,c5
f,i,f,b,a,c,j,i,h,j,a,a,g,i,h,b,e,j,b,d,j,j,d,d,a,g,j,i,f,d,i,b,g,d,e,c,g,e,e,h,h,h,b,a,g,g,b,i,j,i,c5
d,a,e,a,h,c,d,c,a,a,g,a,a,i,e,i,i,j,f,b,j,d,h,c,e,g,c,e,e,i,c,f,c,f,j,e,g,g,b,d,j,d,j,g,d,b,h,h,b,c,c1
